First name;Sur name;Issue count;Date of birth
Latisha;Sheedy;11;1993-02-22T00:00:00
Chere;Simmonds;0;1934-08-24T00:00:00
Johna;Tice;3;2009-07-25T00:00:00
Pollyanna;Rosemary;3;1997-01-22T00:00:00
Sonni;Schwejda;3;1983-02-16T00:00:00
Marnia;Lane;8;2008-02-12T00:00:00
Karina;Bluh;7;1909-08-17T00:00:00
Rosabelle;Carvey;15;1989-05-19T00:00:00
Ketti;Natalia;0;1955-11-25T00:00:00
Mary;Prober;3;1932-12-30T00:00:00
Barbara;Guthrie;0;2014-05-29T00:00:00
Glenda;Gaulin;7;1955-12-11T00:00:00
Felice;Tiffa;3;1990-02-06T00:00:00
Dulcinea;Yam;5;1942-09-02T00:00:00
Dari;Cohdwell;2;1976-05-31T00:00:00
Doralynne;Amasa;0;1904-07-12T00:00:00
Paola;Brady;3;1921-02-15T00:00:00
Madalyn;Fontana;18;1908-04-04T00:00:00
Nananne;Ortrude;4;1961-11-27T00:00:00
Molli;Alwin;13;1909-06-07T00:00:00
Verla;Mike;7;1947-01-15T00:00:00
Collen;Blake;0;1903-01-10T00:00:00
Karina;Mauer;12;1933-05-11T00:00:00
Danika;Hailee;0;1925-07-30T00:00:00
Andree;Flyn;8;1941-01-14T00:00:00
Mallory;Dielu;7;1932-11-04T00:00:00
Lorie;Nester;4;1994-07-01T00:00:00
Mara;Tybald;0;1975-08-12T00:00:00
Glynnis;Zachary;5;1938-06-03T00:00:00
Suzette;Jerold;4;1990-10-04T00:00:00
Adore;Ammann;3;1970-01-06T00:00:00
Raf;Loleta;11;1963-06-04T00:00:00
Adele;Helve;0;1982-05-03T00:00:00
Verla;Hessler;11;1913-06-23T00:00:00
Jordan;Mathilde;12;1953-09-19T00:00:00
Shell;Cimbura;14;1924-07-01T00:00:00
Dawn;Roche;15;2016-07-14T00:00:00
Roslyn;Shanley;4;1904-10-24T00:00:00
Meghann;Alabaster;0;1987-05-25T00:00:00
Brynna;Elephus;12;1951-03-21T00:00:00
Kristan;Merriott;15;1921-11-13T00:00:00
Lorie;Meli;10;1973-11-30T00:00:00
Charlena;Helfand;10;1999-11-10T00:00:00
Janenna;Casimir;14;1949-07-03T00:00:00
Cyb;Whittaker;6;1948-03-06T00:00:00
Constance;Grosz;15;1990-05-24T00:00:00
Dode;Tufts;15;1916-01-04T00:00:00
Penelopa;Timon;0;1979-05-26T00:00:00
Justinn;Lilybelle;3;1976-05-30T00:00:00
Sashenka;Jena;12;1992-05-10T00:00:00
Brianna;Bonucci;12;1916-05-29T00:00:00
Sallie;Vharat;9;1923-02-25T00:00:00
Heida;Magdalen;7;1985-06-03T00:00:00
Ada;Tillford;7;1972-05-21T00:00:00
Tersina;Autrey;3;1920-12-04T00:00:00
Celestyna;Killigrew;17;2002-08-21T00:00:00
Harrietta;Hubert;3;1999-06-21T00:00:00
Gerianna;Eugenia;7;1928-07-18T00:00:00
Jessamyn;Redmond;12;2005-09-16T00:00:00
Sheree;Ambrosia;2;1958-09-06T00:00:00
Carol-Jean;Podvin;13;1986-03-02T00:00:00
Raf;Kress;3;1998-02-20T00:00:00
Antonietta;Sheedy;18;1988-06-04T00:00:00
Donnie;Loeb;14;1973-09-07T00:00:00
Dulce;Chobot;7;1928-04-04T00:00:00
Lorie;Melony;1;1988-09-12T00:00:00
Tina;Tamar;0;1910-10-04T00:00:00
Dorene;Tengdin;5;1907-07-16T00:00:00
Blondelle;Prober;0;1969-08-23T00:00:00
Albertina;Stuart;13;1964-11-12T00:00:00
Aimil;Maiah;18;1910-06-09T00:00:00
Heida;Dorcy;10;1952-10-13T00:00:00
Tami;Ade;15;1917-07-30T00:00:00
Gwyneth;Gherardo;11;1945-12-11T00:00:00
Daphne;Orlene;0;1942-04-16T00:00:00
Jacenta;Simmonds;14;1998-02-09T00:00:00
Orsola;Palocz;9;1961-09-16T00:00:00
Camile;Wyn;5;1974-08-17T00:00:00
Ellette;Justinn;17;1986-06-25T00:00:00
Zaria;Wandie;13;1976-12-21T00:00:00
Larine;Pauly;12;1950-09-28T00:00:00
Clo;Mich;11;2002-10-04T00:00:00
Max;Alwin;12;1964-06-18T00:00:00
Vanessa;Moseley;9;1940-09-09T00:00:00
Gaylene;Florina;9;1982-08-11T00:00:00
Millie;Edee;1;1952-01-16T00:00:00
Ketti;Garek;10;1926-10-01T00:00:00
Fayre;Mayeda;5;1934-02-24T00:00:00
Dari;Peg;3;1922-03-04T00:00:00
Morganica;Marlie;14;1959-11-22T00:00:00
Norine;Schalles;4;1956-02-02T00:00:00
Binny;Allina;8;2018-05-24T00:00:00
Corry;Zina;11;1948-09-20T00:00:00
Penelopa;Herrera;13;1950-10-24T00:00:00
Rosene;Ariella;8;1915-04-24T00:00:00
June;Pernick;3;1959-07-25T00:00:00
Lusa;Gunn;13;1990-06-09T00:00:00
Arlina;Sekofski;16;1961-03-15T00:00:00
Nonnah;Henebry;9;1993-12-28T00:00:00
Ulrike;Faria;0;2017-09-19T00:00:00
Luci;Minetta;8;1918-01-07T00:00:00
Magdalena;Vins;5;1920-10-08T00:00:00
Allis;Durante;5;1989-09-11T00:00:00
Libbie;Kenney;0;2006-11-01T00:00:00
Oralee;Bord;18;1913-02-17T00:00:00
Sidoney;Fitzsimmons;13;2007-12-15T00:00:00
Shauna;Malanie;0;1905-12-10T00:00:00
Odessa;Liebermann;18;1940-07-29T00:00:00
Kerrin;Ephrem;14;1945-07-03T00:00:00
Fawne;Lowry;0;2016-01-10T00:00:00
Jan;Yate;15;1942-04-15T00:00:00
Bobbi;Valoniah;8;2018-03-14T00:00:00
Carolina;Deny;5;2019-12-02T00:00:00
Gwyneth;Wallis;0;1946-02-21T00:00:00
Eolanda;Elo;13;1938-03-01T00:00:00
Merry;Keily;4;1995-09-06T00:00:00
Ezmeralda;Weide;4;1987-04-21T00:00:00
Audrie;Heisel;16;2019-04-02T00:00:00
Quintina;Desai;5;1995-12-16T00:00:00
Nicoli;Buckler;2;1938-03-22T00:00:00
Georgetta;Allina;6;1983-09-04T00:00:00
Fanny;Ashely;16;1985-01-02T00:00:00
Sibella;Briney;12;1994-02-11T00:00:00
Elfreda;Guildroy;3;1999-04-06T00:00:00
Corene;Rozanna;0;1903-10-20T00:00:00
Juliane;Egbert;7;2015-12-23T00:00:00
Emelina;Tayib;5;1952-03-28T00:00:00
Kary;Brodench;5;1904-10-24T00:00:00
Emilia;Smitt;9;1951-04-17T00:00:00
Lucy;Maroney;4;1979-06-08T00:00:00
Nelle;Salvidor;11;1998-01-20T00:00:00
Jemie;Yate;15;2009-04-28T00:00:00
Catharine;Lamoree;7;1973-01-22T00:00:00
Asia;Paine;2;1995-07-17T00:00:00
Priscilla;Voletta;4;1934-06-28T00:00:00
Lolita;Alrich;0;1956-10-28T00:00:00
Belinda;Lissi;6;1985-11-17T00:00:00
Reeba;Mehalek;10;1989-07-26T00:00:00
Peri;Bluh;0;1991-06-04T00:00:00
Chere;Orpah;20;1926-01-24T00:00:00
Joleen;Janith;1;1928-02-28T00:00:00
Rochette;McClimans;0;1948-04-26T00:00:00
Betta;Cherianne;11;1972-02-26T00:00:00
Vere;Pattin;15;1925-12-21T00:00:00
Jsandye;Franza;17;1995-10-26T00:00:00
Adelle;Aida;6;1973-04-01T00:00:00
Cherrita;Lucienne;1;1917-12-23T00:00:00
Elka;Concha;1;1990-11-18T00:00:00
Kaja;Kronfeld;14;1910-07-16T00:00:00
Collen;Prober;14;1977-05-08T00:00:00
Carly;Jillane;0;1906-10-21T00:00:00
Neila;Quinn;13;1902-09-03T00:00:00
Ulrike;Simmonds;9;1908-04-27T00:00:00
Corene;Killigrew;8;1984-04-14T00:00:00
Katleen;Anselmi;12;1935-09-23T00:00:00
Melina;Alrich;11;1965-10-24T00:00:00
Selia;Halsey;9;1929-12-20T00:00:00
Aaren;Joni;4;1912-08-22T00:00:00
Janenna;Sadowski;4;1994-01-06T00:00:00
Queenie;Hartnett;2;1993-04-07T00:00:00
Etta;Euridice;2;1986-02-05T00:00:00
Monika;Bohlin;1;2002-05-11T00:00:00
Frieda;Hoenack;2;2001-12-11T00:00:00
Blinni;Redmond;1;2007-07-15T00:00:00
Sibella;Yorick;2;1981-12-11T00:00:00
Clarice;Aida;10;1902-02-03T00:00:00
Adriana;Lory;11;1976-02-09T00:00:00
Sarette;Lea;3;2002-06-11T00:00:00
Sam;Abram;14;1973-08-21T00:00:00
Abbie;Schalles;19;1992-09-07T00:00:00
Sibella;Posner;2;1920-03-22T00:00:00
Florie;Gibbeon;11;2019-11-12T00:00:00
Sibella;Konyn;1;2009-08-28T00:00:00
Oralee;Soneson;17;1966-03-08T00:00:00
Asia;Wolfgram;0;1937-09-19T00:00:00
Marline;Gordon;10;2002-08-18T00:00:00
Cathyleen;Demitria;0;1926-12-08T00:00:00
Farrah;Reinke;15;1990-05-20T00:00:00
Frieda;Imelida;14;1982-04-14T00:00:00
Nadine;Love;2;1948-04-04T00:00:00
Neila;Millda;12;2006-02-22T00:00:00
Cam;Felizio;4;1989-12-19T00:00:00
Caryl;Gunn;10;1952-02-23T00:00:00
Steffane;Durware;20;1964-02-21T00:00:00
Regina;Shuler;10;2001-05-11T00:00:00
Isa;Valoniah;10;2012-10-24T00:00:00
Celene;Pip;3;1947-10-31T00:00:00
Jillayne;Podvin;6;1943-03-25T00:00:00
Consuela;Artie;0;1941-11-07T00:00:00
Cyb;Lewes;6;1927-02-13T00:00:00
Ericka;Arley;7;2007-10-27T00:00:00
Agathe;Tufts;0;2003-09-27T00:00:00
Aimil;Brian;15;2004-12-26T00:00:00
Sheelagh;Riordan;16;1915-03-20T00:00:00
Susette;Frodi;0;2007-09-08T00:00:00
Anica;Stacy;0;2006-02-21T00:00:00
Ezmeralda;Cynar;8;1992-08-17T00:00:00
Meg;Peonir;1;1957-05-09T00:00:00
Frieda;Infield;4;2019-10-22T00:00:00
Amalie;Angelis;7;1952-01-13T00:00:00
Fina;Hoenack;2;1916-04-26T00:00:00
Mellicent;Cutlerr;7;1994-12-29T00:00:00
Gale;Dorothy;10;2008-10-10T00:00:00
Phylis;Janene;12;1997-05-25T00:00:00
Gabriellia;Jacobah;16;1916-09-29T00:00:00
Tatiania;Rudolph;12;2004-09-09T00:00:00
Bertine;Lubin;6;1901-02-13T00:00:00
Consuela;Felecia;0;1936-07-26T00:00:00
Bettine;Warthman;16;2010-11-05T00:00:00
Mariele;Uund;14;1909-02-07T00:00:00
Shannah;Ranjiv;6;1903-03-09T00:00:00
Cindelyn;Travax;7;2015-09-27T00:00:00
Vivia;McLaughlin;7;1943-12-25T00:00:00
Maryellen;Heisel;9;1911-03-06T00:00:00
Chickie;Adamsen;0;1931-01-07T00:00:00
Janeczka;Regan;1;1913-11-12T00:00:00
Alejandra;Chrystel;6;2000-02-28T00:00:00
Collen;Peonir;7;1904-01-03T00:00:00
Clementine;Marisa;17;1946-04-22T00:00:00
Rochette;Lindemann;0;1943-05-13T00:00:00
Karlee;Seagraves;1;1988-05-13T00:00:00
Monika;Blisse;7;1905-03-03T00:00:00
Gabriellia;Hertzfeld;15;2000-06-17T00:00:00
Stephanie;Clara;0;1984-05-13T00:00:00
Chrystel;Redmond;8;1912-04-16T00:00:00
Betta;Noman;0;1990-12-17T00:00:00
Hettie;Isidore;9;1998-05-26T00:00:00
Hettie;Thilda;2;1981-02-26T00:00:00
Catrina;Dyche;0;1996-12-18T00:00:00
Codie;Solitta;21;1959-01-17T00:00:00
Oralee;Ilka;4;2000-06-28T00:00:00
Rivalee;Heisel;2;1915-04-28T00:00:00
Mamie;Magdalen;10;1975-03-12T00:00:00
Tiffie;Sophronia;11;1965-05-23T00:00:00
Celestyna;Kalinda;0;1913-07-17T00:00:00
Mary;Serilda;5;1982-08-01T00:00:00
Wilma;Borrell;0;1985-08-15T00:00:00
Kirstin;Adrienne;0;1931-04-18T00:00:00
Beatriz;Wolfgram;16;2003-06-19T00:00:00
Beatriz;Jeanne;2;1982-12-06T00:00:00
Edith;Deny;0;1969-10-07T00:00:00
Malina;Jeanne;11;1967-12-18T00:00:00
Hyacinthe;Cookie;8;1960-09-10T00:00:00
Chandra;Larochelle;7;2012-01-29T00:00:00
Steffane;Paine;12;2006-11-07T00:00:00
Constance;Sidonius;11;1921-05-20T00:00:00
Corly;Wareing;9;2015-10-23T00:00:00
Albertina;Afton;3;1955-04-04T00:00:00
Anallese;Thomasina;11;1970-11-05T00:00:00
Carolina;Cullin;8;1947-08-26T00:00:00
Sara-Ann;Flita;2;1930-08-20T00:00:00
Pearline;Philoo;16;1989-12-30T00:00:00
Meriel;Remmer;0;1988-06-05T00:00:00
Zondra;Carey;14;1999-05-03T00:00:00
Esmeralda;Phi;3;1991-11-16T00:00:00
Gavrielle;Jacobah;1;1906-04-28T00:00:00
Lyssa;Wittie;9;1910-09-24T00:00:00
Lorenza;Stevy;0;1943-04-21T00:00:00
Katharina;Rudolph;11;1990-09-03T00:00:00
Cherrita;Toffic;12;1907-08-13T00:00:00
Agathe;Holtz;20;1916-01-05T00:00:00
Lynde;Nore;2;1931-12-25T00:00:00
Cristabel;Bonucci;5;2017-07-11T00:00:00
Fanchon;Garlinda;2;1989-08-30T00:00:00
Nelle;Corabella;0;1957-11-29T00:00:00
Gwenneth;Eachern;0;1916-09-12T00:00:00
Zia;Knowling;12;1937-05-08T00:00:00
Marguerite;Goddard;5;1925-04-09T00:00:00
Aili;Jethro;15;2018-11-16T00:00:00
Carilyn;Kirbee;16;1993-02-23T00:00:00
Gertrud;Chapland;0;1904-09-07T00:00:00
Bertine;Lorain;0;1983-05-27T00:00:00
Wanda;Tannie;4;2005-02-28T00:00:00
Cam;Waldron;11;1922-01-19T00:00:00
Esmeralda;Maples;15;1989-02-14T00:00:00
Fernande;Herrera;0;1987-08-13T00:00:00
Bertine;Ietta;16;1919-09-17T00:00:00
Clary;Thar;2;2014-03-26T00:00:00
Zsa Zsa;Kiersten;14;1949-08-24T00:00:00
Fina;Jacinda;4;1986-11-07T00:00:00
Verla;Stacy;17;1918-04-08T00:00:00
Mureil;Olin;10;1989-10-24T00:00:00
Alia;Egbert;10;1972-04-02T00:00:00
Lulita;Roxanna;0;1969-10-29T00:00:00
Lita;Han;7;1946-09-22T00:00:00
Johna;Irmine;13;1990-09-18T00:00:00
Rozele;Ogren;3;1941-07-19T00:00:00
Rhoda;Brackely;9;1994-06-23T00:00:00
Gratia;Meter;14;1936-09-12T00:00:00
Nelle;Stefa;17;1997-05-24T00:00:00
Barbi;McNully;0;1934-05-10T00:00:00
Kimmy;Felecia;18;1920-04-30T00:00:00
Mallory;Knowling;13;1920-08-25T00:00:00
Catharine;Philipp;14;1915-03-08T00:00:00
Siana;Tremayne;3;1942-12-06T00:00:00
Anthia;Sprage;11;2010-10-15T00:00:00
Maye;Sabella;15;1930-03-02T00:00:00
Tera;Hathaway;5;1949-01-20T00:00:00
Flo;Junie;6;1909-01-10T00:00:00
Emma;Krystle;2;1960-04-26T00:00:00
Atlanta;Lia;15;1916-02-24T00:00:00
Millie;Land;6;1967-07-17T00:00:00
Tressa;Laurianne;0;2014-02-26T00:00:00
Kittie;Velick;4;1912-06-25T00:00:00
Marleah;Deegan;0;1930-07-20T00:00:00
Ricky;Breed;12;1932-08-12T00:00:00
Bertine;Hourigan;15;1931-08-09T00:00:00
Arabel;Maples;7;1913-07-25T00:00:00
Zaria;Zeeba;10;2008-03-06T00:00:00
Marinna;Shaver;16;1994-10-24T00:00:00
Raf;Arathorn;2;1960-05-22T00:00:00
Gretal;Ursulette;17;2004-09-29T00:00:00
Desirae;Trace;19;1907-05-29T00:00:00
Minne;Kosey;0;1985-11-20T00:00:00
Ashlee;Fleeta;11;1936-01-04T00:00:00
Katuscha;Buttaro;9;1997-05-04T00:00:00
Leia;Heidt;15;1943-07-14T00:00:00
Wynne;Munn;15;1955-07-23T00:00:00
Philis;Hubert;10;1991-06-16T00:00:00
Hallie;Jobi;0;1971-07-16T00:00:00
Devina;Dorine;15;1902-02-25T00:00:00
Nataline;Moseley;1;1991-05-06T00:00:00
Kelly;Flita;3;2009-06-20T00:00:00
Minda;Libna;2;1972-03-02T00:00:00
Ottilie;Lubin;3;1923-11-09T00:00:00
Candi;Eldrid;0;1965-03-29T00:00:00
Lory;Bandeen;0;1985-02-15T00:00:00
Marsiella;Bevin;16;1995-05-07T00:00:00
Pollyanna;Artie;6;1928-06-18T00:00:00
Orsola;Payson;5;1976-03-10T00:00:00
Layla;Persse;5;2013-08-07T00:00:00
Maridel;Haymes;4;1930-05-07T00:00:00
Lindie;Beebe;8;1942-07-25T00:00:00
Paule;Tremayne;8;1987-06-30T00:00:00
Roseline;Latini;3;1967-05-22T00:00:00
Jerry;Sibyls;13;1955-12-21T00:00:00
Viki;Zina;9;1962-01-16T00:00:00
Tina;Ilka;7;1986-05-26T00:00:00
Julieta;Iphlgenia;12;1924-06-25T00:00:00
Elfreda;Caitlin;0;1902-04-19T00:00:00
Ethel;Colleen;10;1959-06-05T00:00:00
Doro;Nester;15;1910-06-18T00:00:00
Vivia;Warthman;9;2000-08-11T00:00:00
Mellicent;Elisha;7;2013-06-04T00:00:00
Tybie;Stover;14;1938-10-14T00:00:00
Vonny;Orlene;4;1930-10-02T00:00:00
Rori;Waldron;8;2019-09-09T00:00:00
Coral;Pip;14;1998-11-22T00:00:00
Roslyn;Ingra;18;1945-08-11T00:00:00
Bettine;Masao;7;1938-10-19T00:00:00
Sarette;Gaulin;8;1988-07-29T00:00:00
Tani;Masao;0;1990-10-24T00:00:00
Corry;Kenwood;5;1922-08-16T00:00:00
Valli;Elsinore;18;1909-06-01T00:00:00
Marline;Shama;3;1970-11-30T00:00:00
Rivalee;Girardo;6;1908-12-20T00:00:00
Concettina;Corrine;11;2018-02-25T00:00:00
Deane;Tomasina;0;2000-08-22T00:00:00
Raf;Melleta;18;1984-10-31T00:00:00
Lonnie;Cohdwell;0;1931-10-09T00:00:00
Margette;Tybald;11;1900-09-09T00:00:00
Elbertina;Clara;2;2005-02-25T00:00:00
Danika;Stelle;17;1905-04-03T00:00:00
Kerrin;Randene;15;2016-08-06T00:00:00
Babita;Manolo;1;2015-01-27T00:00:00
Allis;Noelyn;6;1998-08-26T00:00:00
Asia;Leifeste;10;1966-08-08T00:00:00
Cherrita;Kiersten;4;1997-04-29T00:00:00
Ronna;Willie;18;1996-05-25T00:00:00
Konstance;Sadowski;17;1955-06-02T00:00:00
Gabriellia;McCTheon;6;2005-02-28T00:00:00
Roz;Warthman;6;2005-12-29T00:00:00
Ann-Marie;Lareena;0;1936-01-07T00:00:00
Wendi;Rolf;11;1942-07-19T00:00:00
Jaclyn;Dowski;0;1973-01-18T00:00:00
Collen;Mintz;0;2010-02-06T00:00:00
Nickie;Daegal;0;1963-06-10T00:00:00
Thalia;Kimmie;0;1999-06-01T00:00:00
Rosene;Alexandr;0;1994-04-24T00:00:00
Keelia;Lewes;7;1957-12-02T00:00:00
Kalina;Bord;15;1967-10-29T00:00:00
Joane;Wolfgram;3;1934-01-11T00:00:00
Mamie;Lauraine;0;1923-01-25T00:00:00
Queenie;Horan;6;2018-06-17T00:00:00
Hermione;Mitzi;11;1914-06-08T00:00:00
Ezmeralda;Alwin;14;1943-09-13T00:00:00
Alisha;Hieronymus;0;1998-02-21T00:00:00
Dulcinea;Ludewig;0;1958-11-01T00:00:00
Berget;Oscar;16;1944-10-14T00:00:00
Nerta;Land;3;1988-12-31T00:00:00
Mady;Strephon;5;1945-06-12T00:00:00
Aili;Bertold;6;1953-04-05T00:00:00
Jaclyn;Markman;18;1976-11-18T00:00:00
Sam;Himelman;16;1952-01-16T00:00:00
Myriam;Nikaniki;16;1925-08-21T00:00:00
Tybie;Bohlin;9;1917-10-23T00:00:00
Willetta;Delila;2;1965-09-25T00:00:00
Janenna;Si;4;1951-12-26T00:00:00
Orsola;Orpah;12;2002-10-04T00:00:00
Benita;Miru;2;1988-06-16T00:00:00
Katuscha;Philoo;3;2008-12-31T00:00:00
Yolane;Whiffen;4;1971-01-13T00:00:00
Roseline;Presber;15;1976-01-24T00:00:00
Elyssa;Cimbura;19;2003-04-29T00:00:00
Cassondra;Lamoree;17;1950-10-29T00:00:00
Pierette;Damarra;11;1993-07-21T00:00:00
Alameda;Tamar;2;1929-09-03T00:00:00
Paule;Gavrila;4;1967-07-17T00:00:00
Tobe;Vale;7;1968-08-25T00:00:00
Riannon;Ulphia;13;1948-02-21T00:00:00
Antonietta;Secrest;15;1959-11-25T00:00:00
Dyann;Demitria;7;2003-04-04T00:00:00
Carmencita;Laverne;6;1975-05-10T00:00:00
Nataline;Mike;4;2012-03-06T00:00:00
Raquela;Duwalt;12;2009-02-03T00:00:00
Asia;Nickola;15;2006-01-14T00:00:00
Allyce;Rozanna;8;1950-05-08T00:00:00
Sashenka;Federica;8;1966-09-15T00:00:00
Ariela;Sasnett;1;1952-08-22T00:00:00
Odessa;Valoniah;12;1958-10-15T00:00:00
Addia;Boycey;13;1935-09-07T00:00:00
Shauna;Hoban;1;1999-06-09T00:00:00
Kial;Burnside;11;1950-01-23T00:00:00
Sindee;Kiersten;3;1940-03-08T00:00:00
Jessamyn;Knowling;15;1950-09-04T00:00:00
Mahalia;Ariella;8;2005-07-07T00:00:00
Nita;Ball;0;1954-01-06T00:00:00
Therine;Ortrude;7;1928-02-20T00:00:00
Dorthy;Chabot;16;2001-06-13T00:00:00
Leontine;Krystle;14;1959-11-06T00:00:00
Joceline;Weide;4;1934-05-14T00:00:00
Gerianna;Dimitris;0;1931-08-19T00:00:00
Petronia;Helve;0;2018-08-20T00:00:00
Zia;Kermit;8;1941-11-01T00:00:00
Dominga;Yoko;1;1988-06-11T00:00:00
Willetta;Mata;0;1961-10-15T00:00:00
Hettie;Carbo;12;1943-02-05T00:00:00
Orelia;Lynn;16;1951-04-03T00:00:00
Sybille;Allare;6;1901-04-09T00:00:00
Dorothy;Gilbertson;15;1951-11-17T00:00:00
Althea;Gladstone;0;1907-12-04T00:00:00
Dulce;Socha;0;1991-04-01T00:00:00
Krystle;Magdalen;13;2007-06-02T00:00:00
Fredericka;Colp;6;1947-11-15T00:00:00
Max;Imelida;3;2018-08-24T00:00:00
Sallie;Dituri;5;1995-04-14T00:00:00
Kassey;Alisia;17;1952-10-20T00:00:00
Oralee;Bryna;8;1920-08-20T00:00:00
Fanny;Shirberg;3;1973-03-23T00:00:00
Cam;Bigner;12;2016-05-07T00:00:00
Jackie;Wilkinson;4;1916-01-23T00:00:00
Marleah;Yerkovich;11;1961-07-04T00:00:00
Julieta;Wilona;2;1926-02-22T00:00:00
Carly;Presber;11;2011-12-25T00:00:00
Tera;Cookie;10;1916-05-31T00:00:00
Silvana;Wiener;5;1964-03-10T00:00:00
Gwyneth;Obed;8;1965-12-25T00:00:00
Andeee;Daniele;6;1972-09-05T00:00:00
Annaliese;Corabella;13;1996-12-11T00:00:00
Taffy;Xerxes;0;1975-01-28T00:00:00
Ruthe;Fulmer;0;1970-12-17T00:00:00
Netty;Brackely;9;2010-10-06T00:00:00
Britni;Schalles;3;1921-12-03T00:00:00
Alameda;Malina;9;2003-01-04T00:00:00
Damaris;Keily;0;1910-02-06T00:00:00
Rani;Milde;15;1920-05-16T00:00:00
Claudina;Yoko;14;1999-12-21T00:00:00
Merle;Guildroy;10;1995-05-01T00:00:00
Minda;Barney;14;2006-04-30T00:00:00
Ileana;Kermit;0;2013-11-26T00:00:00
Sindee;Melleta;13;1921-02-11T00:00:00
Zondra;Douglass;11;1930-01-16T00:00:00
Ashlee;Tomasina;10;1939-09-01T00:00:00
Oralee;Sparhawk;14;1976-09-17T00:00:00
Eve;Prober;13;2014-03-09T00:00:00
Yvonne;Lumbard;3;2003-06-14T00:00:00
Collen;Raimondo;5;1980-07-28T00:00:00
Gerianna;Ellerey;5;1929-09-28T00:00:00
Susan;Hashim;8;1987-08-14T00:00:00
Marsiella;Alva;4;1929-05-22T00:00:00
Hettie;Tybald;15;2007-02-05T00:00:00
Calla;Eckblad;7;1953-09-02T00:00:00
Zaria;Ackerley;0;1992-12-29T00:00:00
Deedee;Amethist;19;2004-04-29T00:00:00
Sue;Bennie;9;1977-03-04T00:00:00
Maryellen;Trace;0;2016-05-29T00:00:00
Moyna;Zetta;13;1993-01-10T00:00:00
Mamie;Lilybelle;3;1961-11-15T00:00:00
Roxane;Camden;2;1933-04-21T00:00:00
Kenna;Love;1;1952-03-08T00:00:00
Lusa;Nadia;7;1957-04-09T00:00:00
Imojean;Leifeste;15;1970-05-23T00:00:00
Joy;Alabaster;11;1989-07-09T00:00:00
Kerrin;Bronk;14;1948-08-05T00:00:00
Rori;Lacombe;9;2005-02-27T00:00:00
Kelly;Tengdin;0;1903-01-15T00:00:00
Rhea;Celestine;17;1944-12-05T00:00:00
Janenna;Tice;5;1971-01-20T00:00:00
Genevra;Flyn;0;1920-12-06T00:00:00
Katuscha;Ranjiv;18;1984-12-18T00:00:00
Aeriela;Lamoree;7;1983-11-21T00:00:00
Mariann;Meli;11;1916-01-12T00:00:00
Cecile;Margret;11;1900-11-05T00:00:00
Violet;Neva;15;2019-12-04T00:00:00
Debee;Mauer;2;1905-07-31T00:00:00
Shell;Buttaro;3;1913-07-20T00:00:00
Nollie;Concha;12;2013-03-31T00:00:00
Ingrid;Shirberg;11;1996-07-24T00:00:00
Fawne;Shama;17;1903-01-26T00:00:00
Roberta;Jehu;0;1944-04-14T00:00:00
Emmey;Franza;9;1920-10-23T00:00:00
Anica;Sasnett;0;1919-06-23T00:00:00
Leontine;Henebry;8;1905-01-27T00:00:00
Halette;Bari;11;2003-06-03T00:00:00
Trudie;Norvol;7;1949-11-25T00:00:00
Millie;Nahum;5;1965-03-15T00:00:00
Jean;Fredi;18;1997-12-05T00:00:00
Myrtice;Heisel;11;1901-09-07T00:00:00
Elena;Hourigan;1;1995-02-13T00:00:00
Tracey;Goode;11;1909-12-24T00:00:00
Elka;Fry;16;1908-01-15T00:00:00
Dagmar;Chesna;0;1927-01-25T00:00:00
Augustine;Cyrie;3;1968-09-03T00:00:00
Jennica;Matthew;0;2001-03-11T00:00:00
Latisha;O'Neill;5;1961-10-27T00:00:00
Melina;Fleeta;8;2011-07-03T00:00:00
Emylee;Liva;15;1946-01-04T00:00:00
Dagmar;Rad;4;1975-01-09T00:00:00
Charmaine;Himelman;11;1968-04-18T00:00:00
Nananne;Juan;0;1917-08-02T00:00:00
Brooks;Moina;5;2019-07-22T00:00:00
Alexine;Quinn;1;1903-10-29T00:00:00
Genovera;Anderea;9;1934-02-23T00:00:00
Ira;Rooney;12;1903-04-16T00:00:00
Liana;Sheng;17;1965-10-15T00:00:00
Dyann;Lymann;6;1986-08-25T00:00:00
Ivett;Strephon;7;1944-08-18T00:00:00
Hannis;Trey;4;2012-11-14T00:00:00
Gusella;Alice;1;2016-05-20T00:00:00
Lisette;Raul;2;1951-02-14T00:00:00
Tierney;Aaberg;0;1955-04-03T00:00:00
Kaia;Hailee;3;1938-07-18T00:00:00
Louella;Rolf;4;1971-11-28T00:00:00
Dorene;Lytton;6;1953-06-30T00:00:00
Therine;Katrine;9;1940-06-27T00:00:00
Michaelina;Jagir;7;1978-11-26T00:00:00
Adelle;Garbe;14;1936-05-24T00:00:00
Sadie;Fosque;0;2010-10-22T00:00:00
Janey;Newell;6;1934-12-18T00:00:00
Eolanda;Goddard;14;2011-04-06T00:00:00
Kamilah;Tufts;0;2013-09-15T00:00:00
Lelah;Zetta;8;2011-05-29T00:00:00
Alisha;Klemperer;16;1984-09-11T00:00:00
Tilly;Taima;9;1923-04-22T00:00:00
Sharlene;Cohdwell;10;1960-11-23T00:00:00
Marika;Arne;14;1985-04-24T00:00:00
Lexine;Lowry;5;1972-02-07T00:00:00
Sophia;Rudolph;14;1997-04-22T00:00:00
